id;puncture;temperature;weight;weight_after_hydration;time_under_hydration;phase;radicle;time
233;No;25;0,335;1,237;18;Phases 1 and 2;;
233;No;25;0,365;1,348;41;Phases 1 and 2;;
233;No;25;0,371;1,37;64;Phases 1 and 2;;
233;No;25;0,376;1,39;88;Phases 1 and 2;;
233;No;25;0,38;1,404;112;Phases 1 and 2;;
233;No;25;0,38;1,402;137;Phases 1 and 2;;
233;No;25;0,381;1,407;162;Phases 1 and 2;;
234;No;25;0,37;1;0;Phases 1 and 2;;
234;No;25;0,421;1,139;18;Phases 1 and 2;;
234;No;25;0,438;1,183;41;Phases 1 and 2;;
234;No;25;0,44;1,189;64;Phases 1 and 2;;
234;No;25;0,443;1,197;88;Phases 1 and 2;;
234;No;25;0,444;1,201;112;Phases 1 and 2;;
234;No;25;0,446;1,205;137;Phases 1 and 2;;
234;No;25;0,445;1,204;162;Phases 1 and 2;;
235;Yes;25;0,283;1;0;Phases 1 and 2;;
235;Yes;25;0,343;1,211;18;Phases 1 and 2;;
235;Yes;25;0,365;1,289;41;Phase 3;;
236;Yes;25;0,27;1;0;Phases 1 and 2;;
236;Yes;25;0,32;1,186;18;Phase 3;;
237;No;25;0,211;1;0;Aborted seed;;
237;No;25;0,282;1,337;18;Aborted seed;;
237;No;25;0,325;1,539;41;Aborted seed;;
237;No;25;0,344;1,633;64;Aborted seed;;
237;No;25;0,375;1,778;88;Aborted seed;;
237;No;25;0,405;1,918;112;Aborted seed;;
237;No;25;0,418;1,983;137;Aborted seed;;
237;No;25;0,422;1,999;162;Aborted seed;;
238;Yes;25;0,351;1;0;Phases 1 and 2;;
238;Yes;25;0,425;1,212;18;Phases 1 and 2;;
238;Yes;25;0,457;1,302;41;Phases 1 and 2;;
238;Yes;25;0,503;1,434;64;Phases 1 and 2;;
239;Yes;25;0,241;1;0;Phases 1 and 2;;
239;Yes;25;0,307;1,277;18;Phases 1 and 2;;
239;Yes;25;0,331;1,375;41;Phases 1 and 2;;
239;Yes;25;0,354;1,472;64;Phase 3;;
240;No;25;0,203;1;0;Aborted seed;;
240;No;25;0,26;1,278;18;Aborted seed;;
240;No;25;0,282;1,389;41;Aborted seed;;
240;No;25;0,296;1,456;64;Aborted seed;;
240;No;25;0,317;1,56;88;Aborted seed;;
240;No;25;0,338;1,662;112;Aborted seed;;
240;No;25;0,362;1,78;137;Aborted seed;;
240;No;25;0,379;1,865;162;Aborted seed;;
241;Yes;25;0,307;1;0;Phases 1 and 2;;
241;Yes;25;0,365;1,189;18;Phases 1 and 2;;
241;Yes;25;0,391;1,273;41;Phase 3;;
242;No;25;0,386;1;0;Phases 1 and 2;;
242;No;25;0,457;1,182;18;Phases 1 and 2;;
242;No;25;0,462;1,197;41;Phases 1 and 2;;
242;No;25;0,484;1,252;64;Phase 3;;
243;Yes;25;0,326;1;0;Phases 1 and 2;;
243;Yes;25;0,389;1,192;18;Phase 3;;
244;Yes;25;0,299;1;0;Phases 1 and 2;;
244;Yes;25;0,363;1,214;18;Phases 1 and 2;;
244;Yes;25;0,371;1,241;41;Phases 1 and 2;;
244;Yes;25;0,374;1,251;64;Phase 3;;
245;No;25;0,282;1;0;Phases 1 and 2;;
245;No;25;0,326;1,156;18;Phases 1 and 2;;
245;No;25;0,329;1,167;41;Phases 1 and 2;;
245;No;25;0,33;1,171;64;Phases 1 and 2;;
245;No;25;0,331;1,176;88;Phases 1 and 2;;
245;No;25;0,333;1,183;112;Phases 1 and 2;;
245;No;25;0,34;1,206;137;Phase 3;;
246;No;25;0,354;1;0;Phases 1 and 2;;
246;No;25;0,416;1,176;18;Phases 1 and 2;;
246;No;25;0,445;1,258;41;Phases 1 and 2;;
246;No;25;0,451;1,276;64;Phases 1 and 2;;
246;No;25;0,467;1,322;88;Phases 1 and 2;;
246;No;25;0,488;1,382;112;Phase 3;;
247;Yes;25;0,25;1;0;Phases 1 and 2;;
247;Yes;25;0,295;1,178;18;Phases 1 and 2;;
247;Yes;25;0,32;1,278;41;Phase 3;;
248;Yes;25;0,271;1;0;Phases 1 and 2;;
248;Yes;25;0,322;1,186;18;Phases 1 and 2;;
248;Yes;25;0,326;1,202;41;Phases 1 and 2;;
248;Yes;25;0,328;1,209;64;Phases 1 and 2;;
248;Yes;25;0,331;1,22;88;Phases 1 and 2;;
248;Yes;25;0,333;1,225;112;Phases 1 and 2;;
248;Yes;25;0,333;1,226;137;Phases 1 and 2;;
248;Yes;25;0,333;1,227;162;Phases 1 and 2;;
249;Yes;25;0,343;1;0;Phases 1 and 2;;
249;Yes;25;0,408;1,189;18;Phases 1 and 2;;
249;Yes;25;0,422;1,229;41;Phase 3;;
250;No;25;0,324;1;0;Phases 1 and 2;;
250;No;25;0,399;1,23;18;Phases 1 and 2;;
250;No;25;0,405;1,25;41;Phases 1 and 2;;
250;No;25;0,407;1,257;64;Phases 1 and 2;;
250;No;25;0,41;1,265;88;Phases 1 and 2;;
250;No;25;0,411;1,268;112;Phases 1 and 2;;
250;No;25;0,411;1,27;137;Phases 1 and 2;;
250;No;25;0,411;1,27;162;Phases 1 and 2;;
251;Yes;25;0,344;1;0;Phases 1 and 2;;
251;Yes;25;0,412;1,198;18;Phase 3;;
252;No;25;0,27;1;0;Phases 1 and 2;;
252;No;25;0,34;1,259;18;Phases 1 and 2;;
252;No;25;0,381;1,41;41;Phases 1 and 2;;
252;No;25;0,399;1,475;64;Phases 1 and 2;;
252;No;25;0,405;1,498;88;Phases 1 and 2;;
252;No;25;0,41;1,517;112;Phases 1 and 2;;
252;No;25;0,414;1,532;137;Phases 1 and 2;;
252;No;25;0,417;1,543;162;Phases 1 and 2;;
253;Yes;25;0,228;1;0;Phases 1 and 2;;
253;Yes;25;0,299;1,312;18;Phases 1 and 2;;
253;Yes;25;0,344;1,506;41;Phases 1 and 2;;
253;Yes;25;0,381;1,669;64;Phases 1 and 2;;
253;Yes;25;0,4;1,751;88;Phase 3;;
254;Yes;25;0,32;1;0;Phases 1 and 2;;
254;Yes;25;0,388;1,211;18;Phases 1 and 2;;
254;Yes;25;0,409;1,275;41;Phases 1 and 2;;
254;Yes;25;0,415;1,294;64;Phase 3;;
255;Yes;25;0,249;1;0;Phases 1 and 2;;
255;Yes;25;0,317;1,274;18;Phases 1 and 2;;
255;Yes;25;0,346;1,391;41;Phase 3;;
256;Yes;25;0,262;1;0;Phases 1 and 2;;
256;Yes;25;0,312;1,193;18;Phases 1 and 2;;
256;Yes;25;0,33;1,262;41;Phases 1 and 2;;
256;Yes;25;0,335;1,281;64;Phases 1 and 2;;
256;Yes;25;0,343;1,31;88;Phases 1 and 2;;
256;Yes;25;0,347;1,325;112;Phases 1 and 2;;
256;Yes;25;0,348;1,331;137;Phases 1 and 2;;
256;Yes;25;0,349;1,334;162;Phases 1 and 2;;
257;No;25;0,322;1;0;Phases 1 and 2;;
257;No;25;0,382;1,185;18;Phases 1 and 2;;
257;No;25;0,41;1,271;41;Phase 3;;
258;Yes;25;0,207;1;0;Phases 1 and 2;;
258;Yes;25;0,26;1,252;18;Phases 1 and 2;;
258;Yes;25;0,279;1,346;41;Phase 3;;
259;Yes;25;0,343;1;0;Phases 1 and 2;;
259;Yes;25;0,411;1,198;18;Phase 3;;
260;Yes;25;0,377;1;0;Phases 1 and 2;;
260;Yes;25;0,451;1,197;18;Phases 1 and 2;;
260;Yes;25;0,474;1,257;41;Phase 3;;
261;Yes;25;0,339;1;0;Phases 1 and 2;;
261;Yes;25;0,391;1,155;18;Phases 1 and 2;;
261;Yes;25;0,398;1,175;41;Phase 3;;
262;Yes;25;0,343;1;0;Phases 1 and 2;;
262;Yes;25;0,409;1,194;18;Phase 3;;
263;No;25;0,284;1;0;Phases 1 and 2;;
263;No;25;0,36;1,268;18;Phases 1 and 2;;
263;No;25;0,389;1,372;41;Phases 1 and 2;;
263;No;25;0,408;1,437;64;Phases 1 and 2;;
263;No;25;0,427;1,503;88;Phases 1 and 2;;
263;No;25;0,434;1,528;112;Phases 1 and 2;;
263;No;25;0,438;1,541;137;Phases 1 and 2;;
263;No;25;0,44;1,551;162;Phases 1 and 2;;
264;No;25;0,29;1;0;Phases 1 and 2;;
264;No;25;0,341;1,174;18;Phases 1 and 2;;
264;No;25;0,364;1,255;41;Phases 1 and 2;;
264;No;25;0,374;1,289;64;Phases 1 and 2;;
264;No;25;0,38;1,309;88;Phases 1 and 2;;
264;No;25;0,382;1,316;112;Phases 1 and 2;;
264;No;25;0,384;1,324;137;Phases 1 and 2;;
264;No;25;0,384;1,324;162;Phases 1 and 2;;
265;Yes;25;0,305;1;0;Phases 1 and 2;;
265;Yes;25;0,365;1,197;18;Phase 3;;
266;Yes;25;0,349;1;0;Phases 1 and 2;;
266;Yes;25;0,422;1,209;18;Phase 3;;
267;No;25;0,341;1;0;Phases 1 and 2;;
267;No;25;0,409;1,199;18;Phases 1 and 2;;
267;No;25;0,439;1,287;41;Phases 1 and 2;;
267;No;25;0,446;1,308;64;Phases 1 and 2;;
267;No;25;0,451;1,324;88;Phases 1 and 2;;
267;No;25;0,455;1,334;112;Phases 1 and 2;;
267;No;25;0,459;1,346;137;Phases 1 and 2;;
267;No;25;0,461;1,351;162;Phases 1 and 2;;
268;Yes;25;0,365;1;0;Phases 1 and 2;;
268;Yes;25;0,439;1,203;18;Phase 3;;
269;No;25;0,28;1;0;Phases 1 and 2;;
269;No;25;0,333;1,192;18;Phase 3;;
270;Yes;25;0,352;1;0;Phases 1 and 2;;
270;Yes;25;0,427;1,214;18;Phase 3;;
271;No;25;0,355;1;0;Phases 1 and 2;;
271;No;25;0,422;1,188;18;Phases 1 and 2;;
271;No;25;0,428;1,205;41;Phases 1 and 2;;
271;No;25;0,429;1,21;64;Phases 1 and 2;;
271;No;25;0,431;1,215;88;Phases 1 and 2;;
271;No;25;0,432;1,218;112;Phases 1 and 2;;
271;No;25;0,434;1,222;137;Phases 1 and 2;;
271;No;25;0,434;1,223;162;Phases 1 and 2;;
272;No;25;0,319;1;0;Phases 1 and 2;;
272;No;25;0,375;1,176;18;Phases 1 and 2;;
272;No;25;0,406;1,273;41;Phase 3;;
273;No;25;0,266;1;0;Phases 1 and 2;;
273;No;25;0,328;1,234;18;Phases 1 and 2;;
273;No;25;0,35;1,318;41;Phases 1 and 2;;
273;No;25;0,36;1,355;64;Phases 1 and 2;;
273;No;25;0,364;1,369;88;Phases 1 and 2;;
273;No;25;0,366;1,377;112;Phases 1 and 2;;
273;No;25;0,368;1,382;137;Phases 1 and 2;;
273;No;25;0,368;1,382;162;Phases 1 and 2;;
274;Yes;25;0,263;1;0;Phases 1 and 2;;
274;Yes;25;0,328;1,248;18;Phase 3;;
275;No;25;0,364;1;0;Phases 1 and 2;;
275;No;25;0,423;1,163;18;Phases 1 and 2;;
275;No;25;0,436;1,198;41;Phases 1 and 2;;
275;No;25;0,439;1,206;64;Phases 1 and 2;;
275;No;25;0,442;1,214;88;Phases 1 and 2;;
275;No;25;0,443;1,216;112;Phases 1 and 2;;
275;No;25;0,445;1,221;137;Phases 1 and 2;;
275;No;25;0,445;1,223;162;Phases 1 and 2;;
276;Yes;25;0,305;1;0;Phases 1 and 2;;
276;Yes;25;0,365;1,197;18;Phase 3;;
277;Yes;25;0,248;1;0;Phases 1 and 2;;
277;Yes;25;0,309;1,245;18;Phases 1 and 2;;
277;Yes;25;0,325;1,308;41;Phase 3;;
278;No;25;0,369;1;0;Phases 1 and 2;;
278;No;25;0,434;1,176;18;Phases 1 and 2;;
278;No;25;0,444;1,202;41;Phases 1 and 2;;
278;No;25;0,447;1,211;64;Phases 1 and 2;;
278;No;25;0,45;1,218;88;Phases 1 and 2;;
278;No;25;0,451;1,222;112;Phases 1 and 2;;
278;No;25;0,453;1,226;137;Phases 1 and 2;;
278;No;25;0,453;1,226;162;Phases 1 and 2;;
279;No;25;0,369;1;0;Phases 1 and 2;;
279;No;25;0,444;1,202;18;Phases 1 and 2;;
279;No;25;0,45;1,219;41;Phase 3;;
280;Yes;25;0,355;1;0;Phases 1 and 2;;
280;Yes;25;0,432;1,219;18;Phase 3;;
281;Yes;28;0,345;1;0;Phases 1 and 2;;
281;Yes;28;0,354;1,026;0;Phases 1 and 2;;
281;Yes;28;0,402;1,165;17;Phase 3;;
282;Yes;28;0,392;1;0;Phases 1 and 2;;
282;Yes;28;0,404;1,031;0;Phases 1 and 2;;
282;Yes;28;0,48;1,224;17;Phases 1 and 2;;
282;Yes;28;0,523;1,334;41;Phase 3;;
283;No;28;0,375;1;0;Phases 1 and 2;;
283;No;28;0,383;1,021;0;Phases 1 and 2;;
283;No;28;0,424;1,131;17;Phases 1 and 2;;
283;No;28;0,436;1,163;41;Phases 1 and 2;;
283;No;28;0,435;1,16;65;Phases 1 and 2;;
283;No;28;0,436;1,163;88;Phases 1 and 2;;
283;No;28;0,438;1,168;111;Phases 1 and 2;;
283;No;28;0,437;1,165;136;Phases 1 and 2;;
283;No;28;0,437;1,165;161;Phases 1 and 2;;
283;No;28;0,437;1,165;187;Phases 1 and 2;;
283;No;28;0,437;1,165;211;Phases 1 and 2;;
284;Yes;28;0,329;1;0;Phases 1 and 2;;
284;Yes;28;0,338;1,027;0;Phases 1 and 2;;
284;Yes;28;0,376;1,143;17;Phases 1 and 2;;
284;Yes;28;0,396;1,204;41;Phase 3;;
285;No;28;0,231;1;0;Aborted seed;;
285;No;28;0,237;1,026;1;Aborted seed;;
285;No;28;0,288;1,247;17;Aborted seed;;
285;No;28;0,329;1,424;41;Aborted seed;;
285;No;28;0,347;1,502;65;Aborted seed;;
285;No;28;0,358;1,55;88;Aborted seed;;
285;No;28;0,365;1,58;111;Aborted seed;;
285;No;28;0,38;1,645;136;Aborted seed;;
285;No;28;0,414;1,792;161;Aborted seed;;
285;No;28;0,42;1,818;187;Aborted seed;;
285;No;28;0,423;1,831;211;Aborted seed;;
286;No;28;0,325;1;0;Phases 1 and 2;;
286;No;28;0,332;1,022;1;Phases 1 and 2;;
286;No;28;0,365;1,123;17;Phases 1 and 2;;
286;No;28;0,384;1,182;41;Phases 1 and 2;;
286;No;28;0,387;1,191;65;Phases 1 and 2;;
286;No;28;0,391;1,203;88;Phases 1 and 2;;
286;No;28;0,393;1,209;111;Phases 1 and 2;;
286;No;28;0,395;1,215;136;Phases 1 and 2;;
286;No;28;0,394;1,212;161;Phases 1 and 2;;
286;No;28;0,391;1,203;187;Phases 1 and 2;;
286;No;28;0,39;1,2;211;Phases 1 and 2;;
287;Yes;28;0,316;1;0;Phases 1 and 2;;
287;Yes;28;0,327;1,035;1;Phases 1 and 2;;
287;Yes;28;0,368;1,165;17;Phase 3;;
288;Yes;28;0,35;1;0;Phases 1 and 2;;
288;Yes;28;0,361;1,031;1;Phases 1 and 2;;
288;Yes;28;0,414;1,183;17;Phase 3;;
289;No;28;0,29;1;0;Phases 1 and 2;;
289;No;28;0,301;1,038;1;Phases 1 and 2;;
289;No;28;0,353;1,217;17;Phases 1 and 2;;
289;No;28;0,386;1,331;41;Phases 1 and 2;;
289;No;28;0,402;1,386;65;Phases 1 and 2;;
289;No;28;0,412;1,421;88;Phase 3;;
290;Yes;28;0,335;1;0;Phases 1 and 2;;
290;Yes;28;0,352;1,051;1;Phases 1 and 2;;
290;Yes;28;0,403;1,203;17;Phase 3;;
291;No;28;0,351;1;0;Phases 1 and 2;;
291;No;28;0,367;1,046;1;Phases 1 and 2;;
291;No;28;0,422;1,202;17;Phases 1 and 2;;
291;No;28;0,455;1,296;41;Phases 1 and 2;;
291;No;28;0,461;1,313;64;Phases 1 and 2;;
291;No;28;0,465;1,325;88;Phases 1 and 2;;
291;No;28;0,469;1,336;111;Phases 1 and 2;;
291;No;28;0,473;1,348;136;Phases 1 and 2;;
291;No;28;0,474;1,35;161;Phases 1 and 2;;
291;No;28;0,473;1,348;186;Phases 1 and 2;;
291;No;28;0,471;1,342;211;Phases 1 and 2;;
292;Yes;28;0,313;1;0;Phases 1 and 2;;
292;Yes;28;0,325;1,038;1;Phases 1 and 2;;
292;Yes;28;0,378;1,208;17;Phases 1 and 2;;
292;Yes;28;0,4;1,278;41;Phases 1 and 2;;
292;Yes;28;0,406;1,297;64;Phases 1 and 2;;
292;Yes;28;0,406;1,297;88;Phases 1 and 2;;
292;Yes;28;0,413;1,319;111;Phases 1 and 2;;
292;Yes;28;0,415;1,326;136;Phases 1 and 2;;
292;Yes;28;0,416;1,329;161;Phases 1 and 2;;
292;Yes;28;0,416;1,329;186;Phases 1 and 2;;
292;Yes;28;0,415;1,326;211;Phases 1 and 2;;
293;No;28;0,307;1;0;Phases 1 and 2;;
293;No;28;0,315;1,026;1;Phases 1 and 2;;
293;No;28;0,361;1,176;17;Phases 1 and 2;;
293;No;28;0,373;1,215;41;Phase 3;;
294;No;28;0,343;1;0;Phases 1 and 2;;
294;No;28;0,352;1,026;1;Phases 1 and 2;;
294;No;28;0,402;1,172;17;Phases 1 and 2;;
294;No;28;0,424;1,236;41;Phases 1 and 2;;
294;No;28;0,437;1,274;64;Phase 3;;
295;No;28;0,294;1;0;Phases 1 and 2;;
295;No;28;0,303;1,031;1;Phases 1 and 2;;
295;No;28;0,363;1,235;17;Phases 1 and 2;;
295;No;28;0,395;1,344;41;Phases 1 and 2;;
295;No;28;0,406;1,381;64;Phases 1 and 2;;
295;No;28;0,411;1,398;88;Phases 1 and 2;;
295;No;28;0,414;1,408;111;Phases 1 and 2;;
295;No;28;0,417;1,418;136;Phases 1 and 2;;
295;No;28;0,418;1,422;161;Phases 1 and 2;;
295;No;28;0,415;1,412;186;Phases 1 and 2;;
295;No;28;0,414;1,408;211;Phases 1 and 2;;
296;No;28;0,299;1;0;Phases 1 and 2;;
296;No;28;0,312;1,043;1;Phases 1 and 2;;
296;No;28;0,365;1,221;17;Phases 1 and 2;;
296;No;28;0,396;1,324;41;Phases 1 and 2;;
296;No;28;0,404;1,351;64;Phases 1 and 2;;
296;No;28;0,407;1,361;88;Phases 1 and 2;;
296;No;28;0,409;1,368;111;Phases 1 and 2;;
296;No;28;0,409;1,368;136;Phases 1 and 2;;
296;No;28;0,408;1,365;161;Phases 1 and 2;;
296;No;28;0,405;1,355;186;Phases 1 and 2;;
296;No;28;0,403;1,348;211;Phases 1 and 2;;
297;Yes;28;0,33;1;0;Phases 1 and 2;;
297;Yes;28;0,348;1,055;1;Phases 1 and 2;;
297;Yes;28;0,412;1,248;17;Phase 3;;
298;No;28;0,314;1;0;Phases 1 and 2;;
298;No;28;0,325;1,035;1;Phases 1 and 2;;
298;No;28;0,374;1,191;17;Phases 1 and 2;;
298;No;28;0,382;1,217;41;Phases 1 and 2;;
298;No;28;0,382;1,217;64;Phases 1 and 2;;
298;No;28;0,385;1,226;88;Phases 1 and 2;;
298;No;28;0,387;1,232;111;Phases 1 and 2;;
298;No;28;0,387;1,232;136;Phases 1 and 2;;
298;No;28;0,388;1,236;161;Phase 3;;
299;Yes;28;0,348;1;0;Phases 1 and 2;;
299;Yes;28;0,365;1,049;1;Phases 1 and 2;;
299;Yes;28;0,417;1,198;17;Phase 3;;
300;Yes;28;0,315;1;0;Phases 1 and 2;;
300;Yes;28;0,326;1,035;1;Phases 1 and 2;;
300;Yes;28;0,376;1,194;17;Phases 1 and 2;;
300;Yes;28;0,393;1,248;41;Phase 3;;
301;No;28;0,336;1;0;Phases 1 and 2;;
301;No;28;0,345;1,027;1;Phases 1 and 2;;
301;No;28;0,383;1,14;17;Phases 1 and 2;;
301;No;28;0,394;1,173;41;Phases 1 and 2;;
301;No;28;0,396;1,179;64;Phases 1 and 2;;
301;No;28;0,396;1,179;88;Phases 1 and 2;;
301;No;28;0,396;1,179;111;Phases 1 and 2;;
301;No;28;0,396;1,179;136;Phases 1 and 2;;
301;No;28;0,396;1,179;161;Phases 1 and 2;;
301;No;28;0,392;1,167;186;Phases 1 and 2;;
301;No;28;0,39;1,161;211;Phases 1 and 2;;
302;No;28;0,335;1;0;Phases 1 and 2;;
302;No;28;0,347;1,036;1;Phases 1 and 2;;
302;No;28;0,39;1,164;17;Phases 1 and 2;;
302;No;28;0,412;1,23;41;Phase 3;;
303;Yes;28;0,286;1;0;Phases 1 and 2;;
303;Yes;28;0,296;1,035;1;Phases 1 and 2;;
303;Yes;28;0,33;1,154;17;Phase 3;;
304;Yes;28;0,271;1;0;Phases 1 and 2;;
304;Yes;28;0,282;1,041;1;Phases 1 and 2;;
304;Yes;28;0,335;1,236;17;Phases 1 and 2;;
304;Yes;28;0,368;1,358;41;Phases 1 and 2;;
304;Yes;28;0,374;1,38;64;Phases 1 and 2;;
304;Yes;28;0,379;1,399;88;Phases 1 and 2;;
304;Yes;28;0,381;1,406;111;Phases 1 and 2;;
304;Yes;28;0,382;1,41;136;Phases 1 and 2;;
304;Yes;28;0,381;1,406;161;Phases 1 and 2;;
304;Yes;28;0,377;1,391;186;Phases 1 and 2;;
304;Yes;28;0,377;1,391;211;Phases 1 and 2;;
305;No;28;0,268;1;0;Phases 1 and 2;;
305;No;28;0,276;1,03;1;Phases 1 and 2;;
305;No;28;0,324;1,209;17;Phases 1 and 2;;
305;No;28;0,361;1,347;41;Phases 1 and 2;;
305;No;28;0,377;1,407;64;Phases 1 and 2;;
305;No;28;0,395;1,474;88;Phases 1 and 2;;
305;No;28;0,401;1,496;111;Phases 1 and 2;;
305;No;28;0,405;1,511;136;Phases 1 and 2;;
305;No;28;0,407;1,519;161;Phase 3;;
306;Yes;28;0,338;1;0;Phases 1 and 2;;
306;Yes;28;0,353;1,044;1;Phases 1 and 2;;
306;Yes;28;0,399;1,18;17;Phase 3;;
307;No;28;0,254;1;0;Phases 1 and 2;;
307;No;28;0,263;1,035;1;Phases 1 and 2;;
307;No;28;0,309;1,217;17;Phases 1 and 2;;
307;No;28;0,327;1,287;41;Phase 3;;
308;Yes;28;0,306;1;0;Phases 1 and 2;;
308;Yes;28;0,317;1,036;1;Phases 1 and 2;;
308;Yes;28;0,355;1,16;17;Phase 3;;
309;No;28;0,306;1;0;Phases 1 and 2;;
309;No;28;0,313;1,023;1;Phases 1 and 2;;
309;No;28;0,355;1,16;17;Phases 1 and 2;;
309;No;28;0,38;1,242;41;Phases 1 and 2;;
309;No;28;0,383;1,252;64;Phases 1 and 2;;
309;No;28;0,386;1,261;88;Phases 1 and 2;;
309;No;28;0,387;1,265;111;Phases 1 and 2;;
309;No;28;0,387;1,265;136;Phases 1 and 2;;
309;No;28;0,387;1,265;161;Phases 1 and 2;;
309;No;28;0,387;1,265;186;Phases 1 and 2;;
309;No;28;0,387;1,265;211;Phases 1 and 2;;
310;No;28;0,259;1;0;Phases 1 and 2;;
310;No;28;0,271;1,046;1;Phases 1 and 2;;
310;No;28;0,315;1,216;17;Phases 1 and 2;;
310;No;28;0,326;1,259;41;Phases 1 and 2;;
310;No;28;0,328;1,266;64;Phases 1 and 2;;
310;No;28;0,33;1,274;88;Phases 1 and 2;;
310;No;28;0,331;1,278;111;Phases 1 and 2;;
310;No;28;0,331;1,278;136;Phase 3;;
311;Yes;28;0,246;1;0;Phases 1 and 2;;
311;Yes;28;0,257;1,045;1;Phases 1 and 2;;
311;Yes;28;0,313;1,272;17;Phases 1 and 2;;
311;Yes;28;0,363;1,476;41;Phase 3;;
312;No;28;0,228;1;0;Phases 1 and 2;;
312;No;28;0,233;1,022;1;Phases 1 and 2;;
312;No;28;0,269;1,18;17;Phases 1 and 2;;
312;No;28;0,287;1,259;41;Phases 1 and 2;;
312;No;28;0,288;1,263;64;Phases 1 and 2;;
312;No;28;0,289;1,268;88;Phases 1 and 2;;
312;No;28;0,291;1,276;111;Phases 1 and 2;;
312;No;28;0,294;1,289;136;Phases 1 and 2;;
312;No;28;0,297;1,303;161;Phases 1 and 2;;
312;No;28;0,294;1,289;186;Phases 1 and 2;;
312;No;28;0,293;1,285;211;Phases 1 and 2;;
313;Yes;28;0,311;1;0;Phases 1 and 2;;
313;Yes;28;0,321;1,032;1;Phases 1 and 2;;
313;Yes;28;0,358;1,151;17;Phase 3;;
314;No;28;0,262;1;0;Phases 1 and 2;;
314;No;28;0,268;1,023;1;Phases 1 and 2;;
314;No;28;0,303;1,156;17;Phases 1 and 2;;
314;No;28;0,322;1,229;41;Phases 1 and 2;;
314;No;28;0,324;1,237;64;Phases 1 and 2;;
314;No;28;0,326;1,244;88;Phases 1 and 2;;
314;No;28;0,327;1,248;111;Phases 1 and 2;;
314;No;28;0,329;1,256;136;Phases 1 and 2;;
314;No;28;0,331;1,263;161;Phases 1 and 2;;
314;No;28;0,327;1,248;186;Phases 1 and 2;;
314;No;28;0,325;1,24;211;Phases 1 and 2;;
315;No;28;0,304;1;0;Phases 1 and 2;;
315;No;28;0,312;1,026;1;Phases 1 and 2;;
315;No;28;0,367;1,207;17;Phases 1 and 2;;
315;No;28;0,386;1,27;41;Phases 1 and 2;;
315;No;28;0,395;1,299;64;Phases 1 and 2;;
315;No;28;0,399;1,313;88;Phases 1 and 2;;
315;No;28;0,402;1,322;111;Phases 1 and 2;;
315;No;28;0,403;1,326;136;Phase 3;;
316;Yes;28;0,286;1;0;Phases 1 and 2;;
316;Yes;28;0,296;1,035;1;Phases 1 and 2;;
316;Yes;28;0,335;1,171;17;Phase 3;;
317;Yes;28;0,25;1;0;Phases 1 and 2;;
317;Yes;28;0,262;1,048;1;Phases 1 and 2;;
317;Yes;28;0,32;1,28;17;Phase 3;;
318;Yes;28;0,397;1;0;Phases 1 and 2;;
318;Yes;28;0,415;1,045;1;Phases 1 and 2;;
318;Yes;28;0,464;1,169;17;Phase 3;;
319;Yes;28;0,24;1;0;Phases 1 and 2;;
319;Yes;28;0,249;1,038;1;Phases 1 and 2;;
319;Yes;28;0,284;1,183;17;Phases 1 and 2;;
319;Yes;28;0,291;1,213;41;Phases 1 and 2;;
319;Yes;28;0,295;1,229;64;Phases 1 and 2;;
319;Yes;28;0,291;1,213;88;Phases 1 and 2;;
319;Yes;28;0,295;1,229;111;Phases 1 and 2;;
319;Yes;28;0,298;1,242;136;Phases 1 and 2;;
319;Yes;28;0,299;1,246;161;Phases 1 and 2;;
319;Yes;28;0,296;1,233;186;Phases 1 and 2;;
319;Yes;28;0,29;1,208;211;Phases 1 and 2;;
320;No;28;0,224;1;0;Phases 1 and 2;;
320;No;28;0,231;1,031;1;Phases 1 and 2;;
320;No;28;0,281;1,254;17;Phases 1 and 2;;
320;No;28;0,319;1,424;41;Phases 1 and 2;;
320;No;28;0,337;1,504;64;Phases 1 and 2;;
320;No;28;0,346;1,545;88;Phases 1 and 2;;
320;No;28;0,357;1,594;111;Phases 1 and 2;;
320;No;28;0,364;1,625;136;Phases 1 and 2;;
320;No;28;0,371;1,656;161;Phases 1 and 2;;
320;No;28;0,368;1,643;186;Phases 1 and 2;;
320;No;28;0,365;1,629;211;Phases 1 and 2;;
321;No;28;0,406;1;0;Phases 1 and 2;;
321;No;28;0,418;1,03;1;Phases 1 and 2;;
321;No;28;0,464;1,143;16;Phase 3;;
322;Yes;28;0,297;1;0;Phases 1 and 2;;
322;Yes;28;0,31;1,044;1;Phases 1 and 2;;
322;Yes;28;0,347;1,168;16;Phase 3;;
323;Yes;28;0,329;1;0;Phases 1 and 2;;
323;Yes;28;0,346;1,052;1;Phases 1 and 2;;
323;Yes;28;0,385;1,17;16;Phases 1 and 2;;
323;Yes;28;0,394;1,198;41;Phases 1 and 2;;
323;Yes;28;0,397;1,207;64;Phases 1 and 2;;
323;Yes;28;0,399;1,213;88;Phases 1 and 2;;
323;Yes;28;0,401;1,219;111;Phases 1 and 2;;
323;Yes;28;0,402;1,222;136;Phases 1 and 2;;
323;Yes;28;0,401;1,219;161;Phases 1 and 2;;
323;Yes;28;0,401;1,219;186;Phases 1 and 2;;
323;Yes;28;0,4;1,216;211;Phases 1 and 2;;
